L1_mean,L1_std,L1_rms,L1_ptp,L2_mean,L2_std,L2_rms,L2_ptp,L3_mean,L3_std,L3_rms,L3_ptp,L4_mean,L4_std,L4_rms,L4_ptp,L5_mean,L5_std,L5_rms,L5_ptp,L6_mean,L6_std,L6_rms,L6_ptp,L7_mean,L7_std,L7_rms,L7_ptp,L8_mean,L8_std,L8_rms,L8_ptp,L9_mean,L9_std,L9_rms,L9_ptp,L10_mean,L10_std,L10_rms,L10_ptp,L11_mean,L11_std,L11_rms,L11_ptp,L12_mean,L12_std,L12_rms,L12_ptp,L1_bp_0_5Hz,L1_bp_5_15Hz,L1_bp_15_40Hz,L2_bp_0_5Hz,L2_bp_5_15Hz,L2_bp_15_40Hz,L3_bp_0_5Hz,L3_bp_5_15Hz,L3_bp_15_40Hz,L4_bp_0_5Hz,L4_bp_5_15Hz,L4_bp_15_40Hz,L5_bp_0_5Hz,L5_bp_5_15Hz,L5_bp_15_40Hz,L6_bp_0_5Hz,L6_bp_5_15Hz,L6_bp_15_40Hz,L7_bp_0_5Hz,L7_bp_5_15Hz,L7_bp_15_40Hz,L8_bp_0_5Hz,L8_bp_5_15Hz,L8_bp_15_40Hz,L9_bp_0_5Hz,L9_bp_5_15Hz,L9_bp_15_40Hz,L10_bp_0_5Hz,L10_bp_5_15Hz,L10_bp_15_40Hz,L11_bp_0_5Hz,L11_bp_5_15Hz,L11_bp_15_40Hz,L12_bp_0_5Hz,L12_bp_5_15Hz,L12_bp_15_40Hz,HR_bpm,SDNN_ms,RMSSD_ms,label
0.004896003,0.006938989,0.0020659938,-0.005926005,0.0015369959,0.0045399982,-4.8993945e-05,-0.004463998,-0.0072779907,-0.002828997,-0.001442998,0.00052596483,0.08706281,0.11690677,0.053046934,0.09962503,0.042114332,0.07952383,0.14491753,0.22560851,0.1932535,0.17320241,0.16683762,0.17735466,0.087200366,0.117112264,0.053087126,0.09980108,0.04214235,0.07965343,0.14491759,0.22565262,0.19339061,0.17322543,0.16684368,0.17735551,0.69100004,0.916,0.433,0.747,0.331,0.64,1.413,1.93,1.3629999,1.385,1.282,1.417,42.40546,10.317409,2.621479,76.135506,23.309895,2.9594343,19.716877,3.6081114,0.23749533,54.400616,15.919616,2.7265892,11.985862,1.1271476,0.68921447,37.157665,10.856523,0.94424665,86.72712,40.90105,8.214715,236.45409,96.44457,15.742424,263.3659,32.672,8.785541,162.78383,40.190365,11.178562,144.02657,41.506256,10.154307,219.66663,30.968367,6.5595694,48.780487,101.27756,129.72499,0
0.0073550004,0.0032520003,-0.0041119964,-0.005258002,0.0057769995,-0.00036299723,0.0015750051,0.005793006,-0.0023680013,-0.0020370025,0.005048996,-0.00070299767,0.069691725,0.14817004,0.12945965,0.09613035,0.07303895,0.13450642,0.12335134,0.23454401,0.19810943,0.18736589,0.1736691,0.15464613,0.07007877,0.14820574,0.12952499,0.09627406,0.073267035,0.13450694,0.12336155,0.23461567,0.19812359,0.187377,0.17374258,0.15464784,0.56700003,0.97300005,0.926,0.62,0.538,0.898,0.896,1.606,1.462,1.645,1.3610001,1.121,19.121698,8.953787,2.4995465,102.52541,46.303574,4.892228,90.269905,31.831308,2.7642725,38.411354,19.705606,3.008704,29.175,8.844381,1.4076405,91.248085,36.758762,3.203081,62.29354,36.46817,3.365336,226.48898,132.1096,11.961856,156.57907,81.320755,14.661643,106.18296,73.62103,19.526533,97.46554,66.77429,14.213041,83.692825,56.460487,8.501588,79.18782,40.446228,57.80715,0
-0.00011900244,-0.0022710008,-0.002142986,0.001205006,0.0010739962,-0.0021809735,0.004445018,-0.0006519999,-0.0046580015,-0.0024740011,-0.0013599839,-0.001628,0.08920248,0.13629851,0.08255011,0.10763178,0.052356336,0.10328755,0.1394802,0.22263956,0.116603,0.16090287,0.15252605,0.13512273,0.089202575,0.13631739,0.082577884,0.10763861,0.052367363,0.10331058,0.13955097,0.22264047,0.11669602,0.16092202,0.15253213,0.13513252,0.783,1.136,0.55,0.883,0.354,0.82199997,1.211,1.897,1.013,1.362,1.281,1.171,31.966948,14.540747,3.693045,80.73987,29.903318,8.979124,53.138424,3.6984653,1.4761198,43.180035,21.332397,5.9733233,22.411623,1.6283733,0.3372825,58.666412,13.127987,4.29857,89.21827,34.696815,7.2562017,181.58957,97.27495,23.688597,68.29025,21.203316,5.0978627,97.64854,46.553642,13.545576,85.283264,41.507275,12.787228,70.788155,31.662605,9.622731,74.492096,69.19012,75.69676,0
-0.0034020005,-0.0010879937,0.002293012,0.0021669979,-0.0028759993,0.00054601143,-0.00021000025,0.0043229903,-0.0075019985,-0.008199999,-0.002506999,0.0035380027,0.08647502,0.2257109,0.22328489,0.12953217,0.12639453,0.22010668,0.12059003,0.20802847,0.19004811,0.1770365,0.15254042,0.145737,0.08654191,0.22571358,0.22329667,0.12955038,0.1264273,0.22010761,0.12059021,0.20807342,0.19019635,0.17722635,0.15256087,0.14578,0.695,1.7089999,1.333,1.052,0.521,1.5209999,1.1719999,1.929,1.76,1.58,1.332,1.203,39.109726,11.607494,2.5070205,364.35803,52.96146,7.788238,453.28214,16.92084,2.1737,88.65314,28.087759,4.603166,155.55963,1.0295421,0.39125657,398.27466,32.008595,4.3516116,54.448784,31.666704,5.4876604,149.77809,97.28812,17.612175,108.60886,87.871025,15.504722,90.41529,76.65087,14.180429,77.37402,52.91536,9.915568,91.53191,41.20631,7.7348742,,,,0
-0.006672003,0.0011330015,0.0077850027,0.0028280022,-0.007173002,0.0045109973,0.0003990132,-0.0020990358,-0.0007319903,9.400335e-05,0.005928003,0.0036789996,0.07289138,0.1770484,0.15651625,0.11060493,0.08414205,0.16290858,0.3710483,0.26231968,0.28625023,0.3338061,0.2843776,0.18994546,0.07319609,0.17705204,0.15670979,0.11064108,0.084447175,0.1629711,0.37104806,0.26232818,0.28625146,0.3338063,0.28443974,0.18998104,0.462,1.376,1.304,0.759,0.701,1.339,2.264,1.937,2.144,2.659,2.1269999,1.395,27.09639,9.688425,1.4746298,75.54094,84.32168,13.842417,31.562204,71.259224,14.388424,43.557274,29.25958,4.065175,10.4133005,19.446966,4.475061,46.588444,75.22026,13.73759,1303.8446,25.695671,4.1535006,459.0003,75.511185,15.44005,432.72256,138.06915,21.599062,318.0927,274.86136,48.801178,224.46623,201.76646,36.02416,105.95089,89.068565,15.321616,134.32835,298.38455,383.47098,0
0.0039110044,0.0016670205,-0.0022489878,-0.002713003,0.003174992,-0.00016901115,0.000933,-0.0037180253,-0.0014170011,-0.001223001,-0.0016560028,-0.0010549886,0.10694506,0.21953824,0.16161764,0.15269753,0.08204861,0.18504262,0.14684662,0.4046419,0.28916866,0.3075624,0.26605758,0.20589833,0.107016504,0.21954457,0.16163339,0.15272184,0.08211003,0.18504278,0.14684963,0.404659,0.289172,0.30756456,0.26606286,0.20590104,0.806,1.68,1.431,1.185,0.67300004,1.552,1.197,2.905,1.878,2.372,2.145,1.684,65.73228,15.408047,3.6076083,211.6827,83.75914,20.489126,114.594124,48.771156,9.69134,110.284515,37.414715,9.628191,37.261734,11.163507,1.5254849,146.29884,62.33381,14.183237,97.844124,47.360374,4.5964594,1069.1477,215.01164,26.910343,582.55695,87.57089,15.105969,451.11884,157.98735,35.529095,293.32605,128.3177,31.556116,170.23186,77.19816,19.830853,56.485355,106.392876,131.52946,0
0.004741996,0.004230981,-0.0005199915,-0.0044259983,0.0026919986,0.0018980079,0.0063489894,0.0005659962,-0.0070619937,0.0024949983,0.00049600285,0.0068939957,0.0908208,0.17637497,0.14675541,0.119623,0.08445136,0.1555837,0.20282164,0.26463506,0.23051499,0.209756,0.1756445,0.13455905,0.090944506,0.1764257,0.14675637,0.11970488,0.08449427,0.15559521,0.20292132,0.2646355,0.23062322,0.20977087,0.17564519,0.1347356,0.647,1.381,1.003,0.957,0.41899997,1.155,1.874,2.123,2.015,1.628,1.323,1.009,47.76013,11.909006,2.2413602,156.70963,46.131596,12.321802,164.44252,14.289612,4.3596544,61.195625,25.481495,6.193295,67.09003,1.5646765,0.22150101,148.15155,27.206997,7.779489,115.53555,90.473175,22.99698,375.96545,115.079025,18.769495,225.34517,99.53557,21.26111,213.94885,68.806526,17.408705,137.28278,53.13724,12.803627,77.70503,33.220715,7.488622,78.77462,175.59422,222.302,0
-0.0012959904,0.0009670153,0.0022480024,0.00010497899,-0.0017699952,0.0015849991,8.100419e-05,0.0021240008,-0.005342998,-0.0038479965,-0.002367983,-0.0044880062,0.12125809,0.10542088,0.10643358,0.10041222,0.10113943,0.08669454,0.2142132,0.3374452,0.1394159,0.13548928,0.11097242,0.094851494,0.12126497,0.105425365,0.10645737,0.10041227,0.10115508,0.08670902,0.21421313,0.3374518,0.13951829,0.1355439,0.110997744,0.094957605,0.951,0.892,0.82799995,0.785,0.806,0.72300005,1.556,2.552,1.46,1.402,1.05,0.747,69.3132,27.817482,4.3908296,64.92466,12.582455,4.1388025,42.735348,25.140722,4.0371547,56.50492,13.912144,3.2541993,39.71157,23.332188,3.1796038,36.274845,11.888628,2.985261,162.61058,112.05476,14.351774,416.2307,268.0263,36.465782,37.210777,41.544193,14.697379,59.170853,29.154697,13.127664,58.22677,16.59701,6.287924,46.23746,13.551039,3.3627496,79.38258,49.44388,76.396095,2
0.00041699753,0.0044509987,0.0040180003,-0.002454003,-0.0017230004,0.004314002,-0.0036799987,0.001800997,-0.0026419961,-0.0050379992,0.003165006,0.002498003,0.14162697,0.13613246,0.10834865,0.12795892,0.10611327,0.10042686,0.10378299,0.28626183,0.35408127,0.34279922,0.22128718,0.14849322,0.14162771,0.13620518,0.10842312,0.12798247,0.10612729,0.100519486,0.10384826,0.2862674,0.35409123,0.34283623,0.2213098,0.14851414,1.216,0.79200006,1.097,0.865,1.135,0.662,0.94200003,1.7720001,2.427,2.671,1.4710001,0.933,77.74464,39.358383,8.8178425,127.016975,25.207975,1.6477989,33.00397,29.573503,5.108903,94.29566,24.89434,3.9471767,23.583897,28.159151,6.5481386,60.316395,17.50662,1.1747738,47.86348,17.004871,5.163001,602.0724,66.769806,16.404163,712.96875,182.50238,35.03432,530.2001,204.31042,47.082077,261.6927,79.02911,13.952948,132.69336,31.600182,4.9020047,99.7921,272.63834,482.26547,0
-0.003251999,-0.009864005,-0.0066110026,0.006612,0.0018140082,-0.008183011,0.0048249993,0.0030119997,0.0027630278,0.002569993,0.0066670068,0.007998003,0.15840368,0.14684717,0.07048139,0.14858735,0.09810022,0.08345221,0.12343622,0.21967384,0.23736243,0.17725253,0.19145101,0.17892402,0.15843712,0.14717807,0.07079082,0.14873435,0.09811704,0.08385242,0.123530515,0.2196946,0.23737866,0.17727114,0.19156706,0.17910281,1.257,1.063,0.45499998,1.143,0.82,0.575,1.222,2.131,1.803,1.615,1.707,1.337,56.061806,47.41964,19.873772,65.88779,44.01611,12.545309,39.42992,1.2314441,1.7117759,51.150166,45.40252,15.765549,31.25642,13.276881,7.649798,38.414722,10.737731,2.1570914,17.34612,35.314754,12.938972,35.687733,115.03327,43.31473,365.16562,60.223267,15.430612,108.12119,55.936947,18.661934,122.34103,63.040577,23.563992,137.46172,45.71953,18.339703,44.3038,1517.5403,1813.321,0
-0.007767025,-0.00020301095,0.007556,0.003884011,-0.007610994,0.0036720082,-0.00047999978,-0.006255982,-0.0063330047,-0.0049469923,0.0021340004,-0.006050999,0.20450504,0.18729559,0.07911104,0.19205447,0.12341904,0.100864656,0.17440929,0.40594533,0.27597988,0.22870506,0.23687635,0.19949488,0.20465252,0.18729575,0.0794711,0.19209383,0.123653576,0.10093161,0.17441007,0.40599415,0.2760526,0.2287587,0.23688616,0.19958685,1.53,1.363,0.60400003,1.424,0.92999995,0.729,1.361,2.614,2.007,2.032,2.129,1.67,216.54031,73.86908,10.995037,241.97456,40.385727,5.5964217,30.250505,12.486127,1.6808923,221.72012,53.968575,7.8793283,62.629448,33.02447,4.936161,81.67,7.93614,0.8846995,83.35798,79.60731,12.298045,783.8608,366.5254,26.281172,326.25363,191.48785,10.465479,89.56415,156.3048,24.147457,94.17121,165.99924,26.962015,91.76082,114.72342,15.477862,88.03612,3.7553382,5.773503,2
-0.0038269996,0.0010419982,0.004868987,0.001319,-0.004294006,0.0028959955,0.006754001,-0.0017270001,-0.003316995,-0.0021960046,-0.00016200304,-4.400213e-05,0.11849155,0.070179515,0.084510624,0.087634064,0.096689545,0.050065637,0.08864296,0.16532038,0.13334823,0.12147593,0.10700778,0.09561686,0.1185534,0.0701872,0.08465074,0.08764397,0.09678489,0.050149318,0.08889996,0.16532928,0.13338944,0.12149574,0.107007936,0.0956169,0.967,0.523,0.71500003,0.684,0.84,0.329,0.90400004,1.54,1.189,1.095,0.96000004,0.809,65.40792,24.307497,5.3297687,31.672182,5.800141,1.1957556,43.20154,9.890372,1.7793105,37.627213,12.547716,2.8181486,46.32731,15.62493,3.2531664,20.923975,1.7628455,0.15424077,23.201366,17.259657,4.351073,89.82453,62.234615,11.799496,65.039894,37.08673,7.753165,57.07012,28.410769,6.7459455,43.783775,21.89448,5.377399,39.128906,16.33454,3.9180732,62.5,72.629196,89.16277,0
0.0074489964,0.0033160048,-0.0041659996,-0.005428998,0.0057920064,-0.000446999,0.005649007,0.004616996,0.0046210014,0.0013770107,0.002190006,-0.0053559984,0.17950238,0.118190356,0.1323337,0.13674729,0.1461744,0.08747683,0.16521397,0.3944284,0.27290115,0.26007494,0.23845749,0.23443063,0.1796569,0.118236855,0.13239929,0.13685496,0.14628905,0.08747801,0.1653106,0.39445537,0.27294037,0.2600787,0.23846774,0.23449187,1.397,1.042,1.014,1.161,1.0139999,0.64,1.225,2.5700002,2.421,2.4099998,2.241,2.002,71.85415,81.9133,17.233503,35.112534,30.712286,8.647547,100.38327,25.846508,4.4157963,28.329119,49.82063,11.828059,77.48764,46.119835,8.650849,49.512123,7.7829914,2.218326,129.90182,47.945236,9.526022,650.7234,375.05276,30.92678,311.6564,176.8633,15.628541,284.03854,125.98308,27.853731,62.676666,156.61867,38.519356,84.97912,153.69595,31.535053,88.42105,9.492623,12.089411,2
-0.0009820048,-0.0008390022,0.0001549793,0.0009160011,-0.0005809899,-0.0003760176,0.004538007,-0.0027979966,-0.004160999,0.00063399575,0.0019810002,-0.0039430005,0.07934283,0.11514796,0.081224285,0.09023636,0.056006566,0.091221996,0.080058984,0.27067906,0.22961245,0.15079196,0.104987085,0.081817426,0.0793489,0.115151115,0.081224434,0.090241104,0.05600959,0.091222785,0.08018748,0.27069372,0.22965033,0.1507933,0.10500582,0.08191238,0.689,0.965,0.568,0.78400004,0.407,0.703,0.64,2.488,2.323,1.464,0.91999996,0.684,28.091455,7.6237516,3.8169854,67.16055,16.980337,6.0529013,54.811123,3.7186472,0.68725157,34.043453,11.386431,4.762268,24.747541,1.4172953,0.7359487,53.70136,8.424244,2.4098163,21.96168,14.363029,2.615485,151.89944,154.91797,53.724876,92.11667,93.663506,48.314297,50.72786,36.88178,19.927408,32.02307,17.588339,8.341251,24.45787,10.144161,4.3423114,95.541405,38.209946,25.071327,0
-8.1998e-05,0.0028269906,0.002916943,-0.0013519991,-0.0014680012,0.0029160012,0.00032600143,-0.0040980177,1.0108707e-06,0.0008020164,0.00037302743,-0.0014140108,0.15642086,0.32064292,0.26992884,0.21327145,0.15161215,0.285678,0.21998933,0.6470621,0.4407801,0.29424036,0.37148392,0.30181876,0.15642095,0.32065555,0.26994458,0.21327583,0.15161926,0.28569284,0.21998961,0.64707506,0.44078022,0.29424173,0.37148416,0.30182236,1.168,2.453,1.448,1.769,0.962,1.927,1.629,4.562,2.875,2.547,3.206,2.495,95.27159,60.07928,5.8195143,762.6283,110.85079,8.640718,698.2352,12.340253,1.0216342,254.89214,82.422676,6.9782867,206.3965,8.46992,1.2599347,705.65076,46.52739,3.3737493,218.908,115.52979,6.782325,2424.9043,790.8203,35.93759,1290.6665,305.09818,8.314068,378.86243,184.19923,23.539349,446.03082,340.60352,50.302826,335.5206,220.96977,26.63818,63.424946,38.35507,68.637535,3
